,scan_type,scan_time,snr (dB),drift (Hz),drift_ppm(ppm),grad_perf(G/cm/ms),coil_type,error_temp (°C),sys_temp (°C),cyro_boiloff(liters/hour),rf_power (%),grad_temp (°C),grad_current (A),x_axis_pos (mm),y_axis_pos (mm),z_axis_pos (mm),preds
143,Elbow,477,42.02993392,0.015560268,15560.26794,46.0308545,Elbow Coil,34.7324856,34.60757588,6.169161427,51.2500039,35.21133617,38,-104.4256705,-59.1193562,-160.8978978,No Error
144,Wrist,648,37.0302597,0.011001915,11001.91468,45.7561172,Wrist Coil,35.46327406,35.75362523,4.378816099,51.46503465,32.57398949,39,187.2766145,-132.9532499,-62.74163182,No Error
145,Elbow,612,41.68544178,0.006037979,6037.978944,30.12216148,Elbow Coil,34.00434053,34.24908577,5.275496474,46.11222901,30.03353946,45,-131.6665118,74.19443505,-131.0193926,No Error
146,Hand,401,36.86267064,0.010199881,10199.88084,37.2351333,Hand Coil,35.2419867,35.58596668,4.584302276,48.4520817,33.0761,60,49.65479053,75.78484495,-161.1288869,No Error
147,Wrist,658,42.87753748,0.010516804,10516.80368,37.13375591,Wrist Coil,35.11667901,35.43334465,5.81547145,54.77133923,34.17946723,70,75.27733109,-153.2890747,64.58291059,No Error
148,Angio,700,36.24547806,0.005469699,5469.698554,21.32325759,Angio Coil,35.47427838,34.98197641,5.623796184,42.63934999,35.3587688,26,-48.62157529,136.8910099,-188.3981704,No Error
149,Spine,163,44.77416633,0.0068925,6892.50046,42.5033461,Spine Coil,34.85860662,34.59868412,14.80214953,50.45542444,33.01263939,45,166.1618769,67.66523656,74.666716,111
150,Pelvis,154,37.19362082,0.009915091,9915.090996,32.48938585,Pelvis Coil,34.18642373,33.93039676,5.61892654,41.23650718,35.50915182,58,181.2750035,-113.8411376,-114.9393064,No Error
151,Foot,434,41.297261,0.009960058,9960.057774,36.49785865,Foot Coil,34.3226346,34.80731025,5.83342629,49.98828787,32.45524863,59,191.2661366,-75.37865532,-93.83993846,No Error
152,Angio,617,39.41596832,0.014839809,14839.80915,43.19057804,Angio Coil,35.24496906,35.334751,5.70689318,48.51801062,35.50567765,27,143.4434095,87.68061431,-34.8286973,No Error
153,Abdomen,570,37.05390657,0.009888778,9888.777965,31.55654888,Abdomen Coil,35.11742791,34.94442523,5.276638188,46.86655565,34.20700408,32,-15.75059683,-180.001612,-178.2593513,No Error
154,Angio,398,40.75411592,0.018890292,18890.29246,20.26315504,Angio Coil,34.89283103,34.55317614,5.327678414,52.77617995,35.4663306,64,14.31446572,-145.5706216,-187.4190551,No Error
155,Angio,316,43.35772798,0.015665028,15665.02827,42.2003412,Angio Coil,34.24098932,34.07940175,6.111554076,46.24182161,38.40414775,60,60.88808976,162.7296857,-64.00766919,No Error
156,Abdomen,579,36.17928828,0.018545301,18545.30124,25.87699214,Abdomen Coil,35.33154316,35.77719455,3.325325695,51.20980836,37.4000567,30,-25.41569065,160.3424007,111.1618458,No Error
157,Chest,444,37.76559803,0.018837969,18837.96915,45.27345506,Chest Coil,34.30892709,34.14899947,3.582298953,50.53196625,32.46690192,49,-113.1934074,158.9879502,-76.81438191,No Error
158,Wrist,685,44.42751851,0.014222059,14222.0586,48.63214422,Wrist Coil,35.29039142,35.63112899,6.211950629,44.19576369,34.73769672,43,52.47002338,21.09319202,-181.0315508,No Error
159,Shoulder,149,36.59654799,0.013579622,13579.62234,34.31721962,Shoulder Coil,34.51025937,34.89172878,5.197744065,40.69121243,34.29973122,29,-44.22029318,26.88594565,-5.374286971,No Error
160,Foot,487,39.90502506,0.016991966,16991.96587,37.88448304,Foot Coil,34.24476186,33.7950121,4.724603437,42.52843112,35.99939125,47,-37.09105318,-78.55370625,-20.36118618,No Error
161,Angio,295,44.92399283,0.019380156,19380.15558,32.63124373,Angio Coil,34.0026553,34.21085701,4.881335527,47.15056552,34.05576138,42,-145.8231099,89.77174452,192.785658,No Error
162,Angio,314,43.36445308,0.014478395,14478.39532,46.75130592,Angio Coil,35.31987834,35.81597797,4.10997541,78.69084765,38.45747216,44,4.22047639,60.58694029,31.81011501,201
163,Angio,371,43.72470187,0.010757152,10757.15152,45.38052234,Angio Coil,35.18211985,34.95038351,4.500239594,44.95913263,35.73250271,45,141.6055645,195.6311904,-51.63471559,No Error
164,Hand,617,44.77765516,0.006278746,6278.746496,49.73809638,Hand Coil,34.58081334,34.39670175,3.290023911,47.0929339,31.47899245,33,102.1197931,-9.340893072,-173.0836339,No Error
165,Foot,399,38.26847944,0.013625364,13625.364,31.81923971,Foot Coil,34.83937417,34.93237886,6.266277464,53.32724257,30.32326037,69,-45.09403282,-183.580688,163.0305869,No Error
166,Chest,196,35.57979152,0.008568505,8568.505063,42.68965177,Chest Coil,34.55571774,34.89785613,7.136436689,55.11636102,33.8601344,26,-118.9280944,-84.6524875,192.0909854,No Error
167,Spine,439,43.09378107,0.017514821,17514.82148,29.69288793,Spine Coil,34.0478401,34.15558003,4.93883864,49.26103038,32.20558876,51,44.95576548,-29.14135397,35.39196229,No Error
168,Pelvis,539,43.06074874,0.015984621,15984.62146,26.34989835,Pelvis Coil,34.80344257,34.89733658,3.731084281,47.10975765,37.16147329,28,-82.38778489,-52.42998304,183.6377536,No Error
169,Angio,184,40.07867657,0.010638451,10638.45114,20.90632153,Angio Coil,35.27856639,35.28594794,6.505744964,52.21624003,33.60688797,44,-37.75697922,26.58542015,-17.16140055,No Error
170,Foot,140,44.81866609,0.012677238,12677.23758,36.8725019,Foot Coil,34.63322323,34.53951786,5.103226696,45.15529198,34.64065304,45,-175.7670732,137.8948237,-129.970221,No Error
171,Shoulder,631,39.31078842,0.01764884,17648.84041,33.91798272,Shoulder Coil,35.25029475,35.3098027,5.110017235,45.24887207,35.84777421,22,-61.25069109,-34.43617207,-89.91178213,No Error
172,Elbow,256,40.6263002,0.006938773,6938.772943,39.86578661,Elbow Coil,34.52592201,34.09931325,4.925544071,49.54815188,33.07335847,29,91.96194434,5.444372654,39.97789732,No Error
173,Wrist,445,37.33228576,0.007222223,7222.223145,44.68723635,Wrist Coil,35.2587467,35.38154673,5.417157682,54.08081522,34.28959071,57,-80.77429581,-66.19707155,-18.12927566,No Error
174,Angio,255,37.18402139,0.010115081,10115.08064,21.98589843,Angio Coil,35.39461087,35.11721784,6.307786811,47.8613931,32.52180491,26,82.4713043,-5.702837061,41.95862967,No Error
175,Foot,456,43.61128963,0.005153541,5153.540534,41.80928173,Foot Coil,35.47951106,35.3121783,4.072088676,52.00281946,31.37193407,59,75.96352078,143.3129376,-39.77757221,No Error
176,Chest,703,44.02758252,0.009594247,9594.247379,33.53865871,Chest Coil,34.0808172,33.7210519,5.270343484,43.70406492,35.41624347,26,-132.0913026,-100.6200037,46.96948858,No Error
177,Shoulder,371,42.31457336,0.006318659,6318.659294,25.18060642,Shoulder Coil,34.4191983,34.59000697,3.088327091,48.73296927,36.58720723,37,11.75179489,-194.9238432,-9.766340814,No Error
178,Shoulder,484,44.7694254,0.0063781,6378.099926,48.71914443,Shoulder Coil,34.94700485,34.80489951,4.905718063,52.07186801,31.38446976,45,196.4246139,45.53327639,-174.0706826,No Error
179,Hand,576,42.19313062,0.006631737,6631.737304,38.67050664,Hand Coil,35.12713473,35.45261355,5.994955821,42.30538297,35.38186969,34,-58.23687761,-166.8687015,-198.7557599,No Error
180,Spine,548,38.0482041,0.014429095,14429.09478,32.93826044,Spine Coil,35.08992908,35.10192632,4.706346095,48.46696921,37.16119346,50,-46.47038701,-31.04639263,177.4952171,No Error
181,Spine,657,37.75066524,0.012257874,12257.87387,20.90036373,Spine Coil,34.27951699,34.13744059,4.324920742,54.65580344,37.72141422,22,-185.7668586,-86.55472223,-32.39161805,No Error
182,Head,176,40.01791225,0.014753997,14753.99705,33.52587244,Head Coil,35.42144796,35.59410647,4.307740727,47.92896201,34.5465283,55,94.21278715,-138.1568923,140.7838332,No Error
183,Knee,715,41.60388926,0.018451684,18451.68423,23.05437903,Knee Coil,34.24137475,34.67008643,5.703129418,45.78112795,34.52865117,30,-69.0332881,44.69962149,24.93747221,No Error
184,Foot,376,42.8319094,0.009403549,9403.549283,28.56075968,Foot Coil,35.31759852,35.33301355,6.213178567,48.59364897,36.37679511,54,151.8961689,-74.87911501,55.64529663,No Error
185,Spine,237,42.01766652,0.007841909,7841.909067,24.53615006,Spine Coil,34.42486744,34.11610119,5.925060536,50.36209936,35.29055968,67,29.36264328,45.75650872,37.39596408,No Error
186,Abdomen,655,41.83962649,0.017692389,17692.38925,30.66985671,Abdomen Coil,35.23828753,35.40552833,5.324224755,52.25783126,33.75870576,37,-132.9797634,-47.21228276,-144.0040566,No Error
187,Spine,512,38.87518319,0.010235422,10235.42198,25.23222648,Spine Coil,35.07021182,34.78409666,3.487412732,47.6431753,37.81722166,51,55.59373839,-74.11248127,45.83609654,No Error
188,Pelvis,437,37.74372855,0.006031799,6031.798612,39.25020835,Pelvis Coil,34.56061195,35.04761265,5.34791864,49.04063951,33.78841919,53,45.56720739,34.72923517,-147.3137298,No Error
189,Shoulder,536,39.35122384,0.01632205,16322.04966,30.39234563,Shoulder Coil,34.39152663,34.45383664,5.609626761,38.29123011,34.24025296,44,91.27175441,108.6807205,-194.8582916,No Error
190,Angio,488,40.77791948,0.005364627,5364.627033,25.81947524,Angio Coil,35.13922446,34.75521159,5.644560753,40.83098564,36.50306099,43,-76.82445132,93.23826169,20.27585224,No Error
191,Elbow,410,43.73589778,0.005450014,5450.014421,38.4898487,Elbow Coil,34.83269061,35.01273472,3.983578325,54.65540112,34.11046891,26,-82.96078131,-143.333924,-91.86930431,No Error
192,Knee,615,37.20087658,0.006996363,6996.363053,23.82413244,Knee Coil,35.47457181,35.3162111,5.710811733,51.2687401,35.35076488,21,-180.9409065,-144.9239473,161.8063546,No Error
193,Abdomen,420,42.28999042,0.013104115,13104.11459,49.54903209,Abdomen Coil,34.51980792,34.06862474,4.069085152,51.06651716,34.74180074,23,196.3586594,9.261880132,68.56246341,No Error
194,Angio,640,43.32721437,0.007770889,7770.889347,31.40538106,Angio Coil,34.53075733,34.37767901,5.145884187,48.50567059,31.01526489,40,-171.5947626,-22.32721483,72.4051974,No Error
195,Hand,706,37.58339145,0.009169028,9169.027557,40.01182235,Hand Coil,35.15921516,34.71004467,6.103740342,51.76330281,30.17278334,27,176.2634464,-10.81362444,-120.9903616,No Error
196,Wrist,358,35.6769037,0.016619228,16619.2277,23.65735723,Wrist Coil,34.26007273,34.59089588,4.868021715,40.67970509,34.54637444,48,-46.27794285,55.40798743,30.3018917,No Error
197,Spine,153,44.12181129,0.007340665,7340.665485,42.35622424,Spine Coil,34.69853354,34.86208638,4.651005341,51.89691846,35.9944571,39,96.16505913,-104.9751622,59.19311997,No Error
198,Chest,292,38.49846771,0.007070859,7070.859498,48.43954715,Chest Coil,34.58484746,34.65290731,5.382355808,46.26966953,32.86983962,69,19.97173062,-141.8424043,-173.4259548,No Error
199,Abdomen,175,39.88132,0.015934621,15934.62072,43.1031175,Abdomen Coil,34.92142569,34.8852618,5.435565491,39.54379417,33.99544764,36,-106.5198969,15.87887675,36.6966225,No Error
200,Head,524,38.9400151,0.00527578,5275.779534,25.98541453,Head Coil,34.27151765,34.48054986,4.36422198,48.52055945,32.88530762,51,-191.8819941,-36.13354546,-81.83175139,No Error
201,Knee,184,36.93753815,0.010086706,10086.70622,29.51938635,Knee Coil,35.0468963,35.08217727,4.829353697,54.62476728,35.99056025,58,33.62123709,193.0948258,139.7622837,No Error
202,Wrist,561,39.03283494,0.007369061,7369.060825,24.02314854,Wrist Coil,35.05566213,34.74904049,3.781294271,49.36935811,33.55883192,25,-53.79864735,81.41180459,89.21203033,No Error
203,Abdomen,640,40.77659322,0.013532321,13532.32113,37.34191716,Abdomen Coil,34.5202375,34.55764968,4.345830905,47.92058307,37.57505598,69,115.3793677,116.9837794,138.893897,No Error
204,Abdomen,188,42.47762031,0.009617182,9617.182227,43.43193298,Abdomen Coil,34.88413714,34.47716322,6.655439578,51.54517472,33.89234839,55,-114.9249686,22.75802445,-64.02046553,No Error
205,Pelvis,588,44.94841287,0.016945524,16945.52378,29.74381298,Pelvis Coil,34.75663254,34.52772361,12.59354187,46.56900875,32.97324826,56,182.5546087,-15.91638919,-71.80241197,111
206,Wrist,613,40.92791589,0.013993934,13993.93406,36.4446283,Wrist Coil,34.38415376,34.29361746,5.530548771,51.79227128,30.51805498,24,-49.06090542,121.6489372,173.9026504,No Error
207,Foot,687,43.07925988,0.011051841,11051.84086,45.97988523,Foot Coil,34.03769458,34.45477786,5.209812433,47.90167377,33.95770065,37,86.24755798,-60.91468501,-60.35222124,No Error
208,Chest,396,40.6689525,0.016511142,16511.14209,30.99770414,Chest Coil,34.71336272,34.72023363,5.711154311,46.26189739,31.10682334,24,124.4152712,-173.1623356,-52.18716908,No Error
209,Head,195,41.82473292,0.008332756,8332.756386,44.03678258,Head Coil,34.89806771,34.81253559,4.580103093,42.52187965,36.71412258,58,188.186161,86.9817425,-180.8986055,No Error
210,Spine,324,42.80238119,0.018739972,18739.97229,39.39940361,Spine Coil,34.7812175,34.82365493,3.797820129,53.167397,34.73862951,44,41.73735532,-101.0299592,99.44177138,No Error
211,Elbow,693,41.90207418,0.008037242,8037.242081,39.97080608,Elbow Coil,34.83927147,34.62586023,4.314187656,48.93493484,33.87368955,67,-105.5865379,-9.067357639,-169.3628811,No Error
212,Wrist,422,35.124908,0.008242317,8242.317026,28.22191217,Wrist Coil,34.68853554,35.01931279,4.272200398,49.23608742,37.08845098,22,129.6311891,-139.5115721,199.5704999,No Error
213,Knee,505,37.44557765,0.006119412,6119.412339,46.00316624,Knee Coil,34.9535624,35.22315441,4.709244577,47.32670939,31.57505414,36,-86.81103759,-95.62589071,15.84059762,No Error
214,Elbow,143,40.95910009,0.015658452,15658.45248,35.28720079,Elbow Coil,34.3736195,33.98950687,6.933592927,48.81983917,36.79887528,42,195.4205914,-94.73150442,26.83279872,No Error
215,Foot,208,44.53294899,0.017518546,17518.54575,24.34507239,Foot Coil,35.27396617,35.33850478,3.887979903,49.80442591,37.51297399,44,-24.91505121,-30.82774696,93.78501485,No Error
216,Pelvis,137,35.83011058,0.008627228,8627.227878,49.70024056,Pelvis Coil,34.46193337,34.88695119,4.295808332,40.21721208,37.75342522,61,73.15438141,-110.6249723,50.22251597,No Error
217,Pelvis,209,39.01405842,0.008010731,8010.730827,32.28053351,Pelvis Coil,34.53580133,34.4972763,6.590385032,52.07024864,36.29002458,30,118.6499341,0.271569458,-79.93454446,No Error
218,Knee,213,43.12069952,0.010497367,10497.36745,45.55459866,Knee Coil,34.66321126,34.71631916,4.457054016,56.33116866,35.74544873,66,4.735421167,-108.73072,198.0430319,No Error
219,Chest,314,40.51846774,0.01680146,16801.45984,22.79247313,Chest Coil,34.88047015,34.45893127,5.577943361,49.60729799,33.11172204,33,90.75829225,174.8453454,166.7442952,No Error
220,Head,196,38.86641888,0.010965452,10965.45191,39.02173389,Head Coil,34.93195049,35.1009018,3.809021534,44.01735288,31.99456988,33,-109.7851764,-142.3547449,2.749412878,No Error
221,Foot,421,41.57756512,0.014109235,14109.23529,45.78420731,Foot Coil,34.99692924,34.92197497,4.047106277,34.29067259,36.69006333,27,-82.30469254,73.36515416,116.2825768,No Error
222,Angio,257,39.0063257,0.0183446,18344.60022,21.78834906,Angio Coil,34.23911469,34.19904512,6.640439013,48.40229591,29.7825273,31,-173.5697933,13.455413,197.7846299,No Error
223,Wrist,446,44.53728061,0.008248136,8248.135596,20.51235595,Wrist Coil,35.41696632,35.58745565,4.639387435,51.20382352,35.15299491,24,-192.1134766,66.62455413,115.6708465,No Error
224,Knee,585,37.27271603,0.012169338,12169.33755,47.22700627,Knee Coil,34.58139816,34.84569257,6.038823378,52.66027038,35.23258227,43,-180.3779612,111.2941429,188.4992367,No Error
225,Pelvis,135,43.43698816,0.016085075,16085.07474,40.01145422,Pelvis Coil,34.33632184,34.48568367,4.484386651,59.48896832,35.36692419,62,-197.0716554,-170.1760125,-29.22202474,No Error
226,Spine,321,38.73377248,0.011964918,11964.9175,43.51383037,Spine Coil,34.2823413,34.48537538,5.381637352,50.42181634,35.84343431,31,78.81578114,150.923317,-27.122813,No Error
227,Shoulder,590,43.74080426,0.018414461,18414.46075,25.98065915,Shoulder Coil,34.17511557,34.33193474,5.656407048,54.71475762,35.15366009,61,-118.2346386,70.61520989,115.8617708,No Error
228,Elbow,660,35.78187354,0.017133717,17133.717,43.80398956,Elbow Coil,35.48258459,35.81079665,6.643968169,44.9664242,35.56052857,31,47.5226283,183.6693751,-136.6550695,No Error
229,Angio,406,36.89582693,0.012392108,12392.10834,28.77899881,Angio Coil,35.33808327,34.9122227,3.098448153,48.48010505,33.84107435,28,-25.29542055,33.36374496,137.1649431,No Error
230,Spine,313,36.17168124,0.012703351,12703.35108,43.97793719,Spine Coil,35.05683396,35.27925608,3.8540911,44.45095014,31.79338516,54,-10.93432485,172.1267063,-25.27491201,No Error
231,Foot,188,40.35984709,0.013326324,13326.32371,27.93141824,Foot Coil,35.35344517,35.59216633,7.398541732,50.37978963,34.76569869,49,-94.78934921,13.69387731,51.8752864,No Error
232,Spine,615,42.8241488,0.01900399,19003.99027,39.67778619,Spine Coil,34.55796384,34.97156096,3.508543335,40.27767148,31.7478219,38,39.96361999,-90.44876184,173.9603987,No Error
233,Elbow,600,43.64667226,0.010699317,10699.31745,21.69379965,Elbow Coil,35.43187721,35.24678153,4.244099488,49.48373418,36.18734267,42,-107.6235837,-23.5275201,156.3875567,No Error
234,Chest,466,35.82874913,0.017774811,17774.8108,40.32563152,Chest Coil,34.98453803,35.34252128,3.843826608,50.03045191,33.93283324,32,170.8057431,28.04384881,147.1987213,No Error
235,Shoulder,648,42.38660793,0.010028278,10028.2776,49.19705901,Shoulder Coil,34.24037848,34.62962665,5.324766686,39.31662364,31.98690192,58,91.08029423,117.1075239,-19.28771835,No Error
236,Elbow,539,38.28198063,0.010379123,10379.12332,48.2565142,Elbow Coil,35.27974608,35.21669711,5.341345323,47.65842324,34.45387094,58,-111.7288696,0.457010647,-151.2419397,No Error
237,Knee,686,40.56523456,0.012009353,12009.35267,40.1521013,Knee Coil,34.07115749,34.2119109,5.276668043,50.62611566,35.60615542,63,90.62834173,-42.66778369,100.5676115,No Error
238,Wrist,413,42.97175668,0.011377046,11377.04626,30.45335885,Wrist Coil,34.56772524,34.6210362,7.427171731,47.10289598,33.92466079,61,152.3758916,148.0365451,-35.84130415,No Error
239,Wrist,214,36.78727582,0.01264353,12643.53044,33.93499721,Wrist Coil,34.06271455,34.07462804,3.773885356,47.58156478,39.14315789,24,-158.7724616,-151.885422,144.568016,No Error
240,Head,261,36.796742,0.014648686,14648.68552,34.51606339,Head Coil,35.42904413,35.9257739,4.504161359,53.88403647,33.49040467,20,-51.9841218,-128.4419255,94.52501604,No Error
241,Angio,527,37.31550317,0.007438448,7438.448109,36.98187482,Angio Coil,35.17167062,35.40840681,4.233434814,45.56648651,35.0159076,38,-39.91126863,151.5913245,51.74280185,No Error
242,Chest,332,41.61183237,0.019188222,19188.22175,33.15536785,Chest Coil,34.25129124,34.04470057,4.185458605,57.62251219,35.63467285,31,-99.69966807,-159.8230079,-121.9490871,No Error
243,Angio,339,38.15402028,0.016808799,16808.799,40.35194337,Angio Coil,34.43746598,34.01988609,6.44009832,62.06204118,40.15582857,63,110.0902298,-146.9538304,-10.74488003,No Error
244,Foot,701,43.69928814,0.014580741,14580.74051,23.82104893,Foot Coil,35.45085952,35.46913735,5.473100689,41.96247974,32.49344611,29,-52.98409174,-22.96982543,100.6210316,No Error
245,Abdomen,227,37.22214972,0.008863298,8863.298124,38.09531249,Abdomen Coil,35.41317577,35.51885035,5.873956651,54.97154708,37.38626814,30,-33.17453825,163.6104141,-121.7255486,No Error
246,Knee,639,41.29435919,0.010282315,10282.31481,26.48254959,Knee Coil,34.91782495,34.46637089,4.773865903,54.29894666,33.20506501,53,-12.93743646,129.1220609,51.53342554,No Error
247,Knee,522,36.97046652,0.007698809,7698.808823,45.48908114,Knee Coil,35.46292282,35.91134959,5.908125268,50.49879666,31.89951607,22,61.49436931,144.2497068,-154.8831042,No Error
